co_cli;tip_cli;cli_des;ven_des
"500480563       ";"00    ";12 VOLTIOS VZLA C.A;YOSCAIDI CHACON
"500487070       ";"00    ";SAVIL CAR S 20-20 C.A.;LENIN GONZALEZ
"500490640       ";"00    ";MOTT AUTOMOTRIZ, C.A;YOSCAIDI CHACON
"500491131       ";"00    ";MULTIREPUESTOS Y SERVICIOS EL TESORO C.A;YOSCAIDI CHACON
"500491620       ";"00    ";AUTOSERVICIOS RONCANCIO C.A.;JOHENDER GIRO
"500498578       ";"00    ";BATERIAS Y CAUCHOS VENEZUELA, C.A.;OFICINA/ LUIS PULIDO
"500514727       ";"00    ";INVERSIONES KILLERTIRES C.A.;LENIN GONZALEZ
"500519168       ";"00    ";COMERCIALIZADORA MICHELS TIRES 2020 C.A.;DOUGLAS BOCOURT
"500532245       ";"00    ";AUTOPERIQUITO Y ACCESORIOS BAUTISTA 2021 C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"500532504       ";"00    ";NCM INVERSIONES, C.A;CINDY ORTIZ
"500534230       ";"00    ";DISTRIBUIDORA LLEGO TU CAUCHO C.A.;MARIA ESCORIHUELA
"500546114       ";"01    ";COMERCIALIZADORA IREMI 637865, C.A.;JUVEMIR TORCAT
"500552041       ";"00    ";REMPO 98 INC, C.A.;JUVEMIR TORCAT
"500552661       ";"00    ";MASTER GRUPO 2020 C,A.;OFICINA
"500556845       ";"00    ";CORPORACION GASTOU C.A.;ELVIS MERCADO
"500574240       ";"00    ";EL NATIVO 2020, C.A;RODRIGUEZ JOSE GERARDO
"500575149       ";"00    ";AREA 51 4X4 STORE, C.A;JUVEMIR TORCAT
"500575254       ";"00    ";MULTISERVICIOS DF C.A.;ELVIS MERCADO
"500575599       ";"00    ";COMERCIALIZADORA DRI-K, C.A.;GABRIEL RAMIREZ
"500577982       ";"00    ";CAUCHOS CHICORIN, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"50057881        ";"00    ";MULTISERVICIOS GNP, C.A.;"pendiente "
"500580339       ";"00    ";LUBRIMAX 2020, C.A.;ALEXANDER REVEROL
"500600453       ";"00    ";MR. CAUCHOS C,A;LENIN GONZALEZ
"500607180       ";"00    ";MULTISERVICIOS CCS PITS C.A.;FRANCISCO GIL
"500607326       ";"00    ";MULTIREPUESTOS R&A, C.A.;ALEXANDER JOSE MALPICA GARCIA
"500644132       ";"00    ";CRISMAEL 2021, C.A;ALEXANDER REVEROL
"500660065       ";"00    ";NOVA TIRES 4X4 C.A.;LENIN GONZALEZ
"500666187       ";"00    ";INVERSIONES LUBYMAS C.A.;OFICINA
"500666853       ";"00    ";REPUESTOS Y ACCESORIOS ISUMASTER, C.A;HEMIL GUERRERO
"500671504       ";"00    ";RUSTIAUTO 8K C.A.;GABRIEL RAMIREZ
"500689462       ";"00    ";CORPORACION GPI AUTO PARTES RL C.A.;GABRIEL RAMIREZ
"500689969       ";"00    ";MIVALFILTERS, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"500694091       ";"00    ";KAISHI MOTORS C.A.;JOSE FELIX ALVAREZ
"500703880       ";"00    ";INVERSIONES EL NAZARENO 3030 C.A.;GABRIEL RAMIREZ
"500709820       ";"00    ";MOTO REPUESTOS J.S. 2020, C.A;REYNALDO HAHN
"500710739       ";"00    ";DISTRIBUIDORA REINAJCARS C.A.;GABRIEL RAMIREZ
"500713606       ";"00    ";SU CAUCHO, C.A.;ERNESTO PINEDA
"500719434       ";"00    ";MULTISERVICIOS AUTOMOTRICES KING GARAGE C.A.;JOSÉ DOMINGO TORTOLERO ROMÁN
"500719540       ";"00    ";DISTRIBUIDORA G3000, C.A;ALEXANDER REVEROL
"500721994       ";"00    ";INVERSIONES FICO D, C.A.;YOSCAIDI CHACON
"500727615       ";"00    ";AUTO PARTES MARIO JOSE, C.A.;ALEXANDER REVEROL
"500737653       ";"00    ";GRUPO TRANSVELCON 18 C.A.;OFICINA
"500748868       ";"00    ";TOYO KOY 3000, C.A;HÉCTOR JOSE JARAMILLO MORENO
"500752857       ";"00    ";DISTRIBUIDORA LUBRIMANIA, C.A;JUVEMIR TORCAT
"500777094       ";"00    ";JOHN AUTO PARTS C.A.;ALEXANDER REVEROL
"500780397       ";"00    ";DISTRIBUIDORA MUNDO EN RUEDAS 2030 C.A.;JOHENDER GIRO
"500780745       ";"00    ";SERVICIOS LUVI C.A.;GABRIEL RAMIREZ
"500834144       ";"00    ";INYECTORES AMAZON C.A.;GABRIEL RAMIREZ
"500838000       ";"00    ";REPUESTOS UNIVERSO G, C.A;YOSCAIDI CHACON
"500838417       ";"00    ";AUTO PARTES EL 71, C.A;HEMIL GUERRERO
"500873700       ";"00    ";INVERSIONES DE GOUVEIA, C.A.;YOSCAIDI CHACON
"50088115        ";"00    ";DISTRIBUIDORA J.J.J. MERAKI C.A.;JUVEMIR TORCAT
"500900546       ";"00    ";MULTISERVICIOS J.F. CARS C.A.;HENRY ROJAS LADINO
"500906161       ";"00    ";MULTIMARCA RS, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"500913206       ";"00    ";CORPORACION INTERNACIONAL DE REPUESTOS Y SERVICIOS AUTOMOTRICES 2021, C.A;HEMIL GUERRERO
"500916906       ";"00    ";PROTIRES LOS COLEGIOS, C.A.;JOEL PETIT
"500920342       ";"00    ";MULTISERVICIOS NOIL C.A.;ELVIS MERCADO
"500925730       ";"00    ";GENERAUTOS C.A.;OFICINA
"500929072       ";"00    ";INVERSIONES JLMC 2804, C.A.;JOHENDER GIRO
"500931450       ";"00    ";EL MIKY AUTOPARTES, C.A;HEMIL GUERRERO
"500937628       ";"00    ";BOTTEGA GOURMET C.A.;OFICINA
"500939922       ";"00    ";LUBRICENTERJL. C.A;ALEXANDER REVEROL
"500949308       ";"00    ";BUFFALO FILTERS, C.A.;STEFANNY JUDITH DUARTE ALAMBARRIO
"500957971       ";"00    ";REPUESTOS PLANETA 59, C.A.;GABRIEL RAMIREZ
"500959796       ";"00    ";MULTISERVICIOS TAZAJAL C.A.;YANIRIA ADRIANA GUTIERREZ PEREZ
"500963050       ";"00    ";IZCALAGO 2021 C.A;FRANCISCO GIL
"500964633       ";"00    ";CAUCHOS SUPER TUGA 2021 C.A.;DOUGLAS BOCOURT
"500969163       ";"00    ";GRUPO ALFACA SERVICE, C.A.;DOUGLAS BOCOURT
"500974990       ";"00    ";DAPAYOU C.A.;GABRIEL RAMIREZ
"500976623       ";"00    ";MULTISERVICIOS AUTOCAR HWY 21, C.A.;GABRIEL RAMIREZ
"500979967       ";"00    ";MULTISERVICIOS LAS CINCO FRONTERAS, C.A;RICARDO NATERA
"500983336       ";"00    ";AUTOPARTES REPUESTOS SAN MIGUEL C.A;YOSCAIDI CHACON
"500983360       ";"00    ";REPUESTO Y ACCESORIO DT 2021, C.A.;HEMIL GUERRERO
"500997566       ";"00    ";RJK CORP, C.A.;OFICINA
"501010340       ";"00    ";AJ GLOBAL, C.A;OFICINA
"501031100       ";"00    ";INVERSIONES LUBRYREPUESTOS 22 C.A.;YOSCAIDI CHACON
"501035997       ";"00    ";AUTOPARTES Y ACCESORIOS CABRIALES LB, C.A.;REYNALDO HAHN
"501038473       ";"00    ";CAUCHOS CARACAS 2020 C.A.;GABRIEL RAMIREZ
"501050856       ";"00    ";TRUCK TIRE SHOP C.A.;JOEL PETIT
"501061696       ";"00    ";DISTRIBUIDORA ETHAN P Y F C.A.;IVAN MACUCHA
"501068895       ";"00    ";BAR RESTAURANTE GUARAGUAO 1948 C.A.;FRANCISCO CARVAJAL
"501072426       ";"00    ";AUTOREPUESTOS TODO EN UNO C.A.;FREDDY EGUI
"501078840       ";"00    ";MULTISERVICIOS MONKEY LLANTAS, C.A.;IVAN MACUCHA
"501109010       ";"00    ";RUSTIC CARACAS C.A.;FRANCISCO CARVAJAL
"501138010       ";"00    ";SARO INVERSIONES, C.A;REYNALDO HAHN
"501143706       ";"00    ";MULTISERVICIOS FKD, C.A;ALEXANDER JOSE MALPICA GARCIA
"501151032       ";"00    ";REPUESTOS ARRIAGA CARS C.A.;KELLENYN GRITTA SAKKAL GUERRERO
"501166986       ";"00    ";MULTISERVICIOS TREBOL CARS SHOP, C.A;HEMIL GUERRERO
"501168792       ";"00    ";INVERSIONES SHYM 2021 C.A.;FRANCISCO GIL
"501190046       ";"00    ";TRANSPORTE JEAMPIER 2018 C.A.;JOHENDER GIRO
"501200912       ";"00    ";AUTO RUSTY YACK C.A.;FRANCISCO CARVAJAL
"501203121       ";"00    ";WORLD TRUCK C.A;YOSCAIDI CHACON
"501204187       ";"00    ";LAS MONITAS, C.A;RODRIGUEZ JOSE GERARDO
"501205400       ";"00    ";INVERSIONES FRANK ALLCARS C.A.;GABRIEL RAMIREZ
"501206350       ";"00    ";AVENGER SUPPLIES 2021 C.A.;DOUGLAS BOCOURT
"501208018       ";"00    ";EL BODEGON DE LOS PIRATAS F.A.D., C.A;DOUGLAS BOCOURT
"501244189       ";"00    ";AUTO REPUESTOS J&G, C.A.;JOSÉ DOMINGO TORTOLERO ROMÁN
"501254877       ";"00    ";INVERSIONES LUBRIBYAL C.A.;GABRIEL RAMIREZ
"501257337       ";"00    ";SETA LOGISTICAS Y PARTES, C.A.;OFICINA
"501266697       ";"00    ";MULTISERVICIOS MIMIIJ C.A.;LENIN GONZALEZ
"501276226       ";"00    ";CORPORACION FRESH FISH, C.A.;OFICINA
"501297312       ";"00    ";MULTI PARTES HALABI, C.A;YOSCAIDI CHACON
"501315108       ";"00    ";LA CUMBRE MULTISERVICIOS, C.A;ALEXANDER REVEROL
"501317275       ";"00    ";AUTOPARTES JL 2025 C.A.;GABRIEL RAMIREZ
"501318271       ";"00    ";ZEGAMANIA C.A.;DOUGLAS BOCOURT
"501331022       ";"00    ";INVERSIONES J&J 2021, C.A;YANIRIA ADRIANA GUTIERREZ PEREZ
"501358923       ";"00    ";INVERSIONES RUEDAS 4X4 C.A.;DOUGLAS BOCOURT
"501384100       ";"00    ";MULTISERVICIOS FULL CARS URIATES, C.A;NELSON RODRIGUEZ
"501397635       ";"00    ";INVERSIONES PECOS, C.A.;REYNALDO HAHN
"501412073       ";"00    ";MOTO REPUESTOS MARIANA 2021. C.A;YOSCAIDI CHACON
"501424640       ";"00    ";HPK C.A.;HEMIL GUERRERO
"501427372       ";"00    ";DISTRIBUIDORA CM CHINLLI 2021, C.A;JUVEMIR TORCAT
"501461651       ";"00    ";CM VENEZUELA,C.A;ALEXANDER REVEROL
"501496420       ";"00    ";VAS CONSTRUCCION DEL ZULIA C.A ( VAZUCA );RM OFICINA
"501499918       ";"00    ";MULTISERVICIOS LA PARADA C.A.;JOSE FELIX ALVAREZ
"501500860       ";"00    ";TODO REPUESTOS FBSG 2021 C.A.;FRANCO MAZZARINO DI LISO
"501516286       ";"00    ";VAS JAPAN AUTO PARTS C.A.;GABRIEL RAMIREZ
"501530351       ";"00    ";EN VIAS, C.A.;JOHENDER GIRO
"501534845       ";"00    ";LUBRICANTES Y REPUESTOS PIRANA;RODRIGUEZ JOSE GERARDO
"501536317       ";"00    ";IMPORTADORA ALGABI 2022 C.A.;GABRIEL RAMIREZ
"501541027       ";"00    ";ECO GLOBAL VENEZUELA, C.A;CARLOS ALFREDO VILLALOBOS CARUCI
"501548641       ";"00    ";SERVI MAQUINAS VALENCIA 2011, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"501549699       ";"00    ";MOTORES AUTOBRANMAR C.A.;OFICINA
"501560188       ";"00    ";SERVIEXPRESS PASEO LA CASTELLANA 19, C.A;FRANCISCO CARVAJAL
"501571198       ";"00    ";PRO-LLANTAS C.A.;YOSCAIDI CHACON
"501576122       ";"00    ";CAR BOX, C.A;CINDY ORTIZ
"501576661       ";"00    ";INVERSIONES SAN BENITO 1221 C.A.;YOSCAIDI CHACON
"501584915       ";"00    ";MULTIREPUESTOS EL PUNTO C.A.;REYNALDO HAHN
"501590443       ";"00    ";AUTOPARTES AVARY 21 C.A.;GABRIEL RAMIREZ
"501593752       ";"00    ";AUTOPARTES FR, C.A.;CARLOS ALFREDO VILLALOBOS CARUCI
"501621632       ";"00    ";INVERSIONES AUTO MUNDIAL 2023, C.A.;HÉCTOR JOSE JARAMILLO MORENO
"501623112       ";"00    ";ASOCIACION CIVIL CONDUCTORES UNIDOS CARACAS GGOO, 2021;JOHENDER GIRO
"501637822       ";"00    ";SERVICE RAMA, C.A;MERCADOLIBRE
"501652171       ";"00    ";WAOO MOTORS SERVICES C.A.;GABRIEL RAMIREZ
"501655650       ";"00    ";INVERSIONES MILENIUM 4X4 2021 C.A.;JOHENDER GIRO
"501657343       ";"00    ";COMERCIALIZADORA LA PODEROSA 2021, C.A.;KELLENYN GRITTA SAKKAL GUERRERO
"501659559       ";"00    ";SUMINISTROS JLL94, C.A.;YOSCAIDI CHACON
"501670935       ";"00    ";LUBRICANTES Y REPUESTOS VALERIA CARS, C.A;ALEXANDER REVEROL
"501674086       ";"00    ";DESARROLLOS 1947 RUTA C.A.;FRANCISCO CARVAJAL
"501694656       ";"00    ";DESARROLLOS 1947 0101 C.A.;FRANCISCO CARVAJAL
"501700362       ";"00    ";CAMIONES ORIENTE C.A.;OFICINA
"501710902       ";"00    ";MULTISERVICIOS JONAGETTE, C.A;YANIRIA ADRIANA GUTIERREZ PEREZ
"501712336       ";"00    ";FABYPARTS,  C.A;DORIALIS MUCHELL
"501723664       ";"00    ";AUTOREPUESTOS MIL BOMBAS, C.A;HEMIL GUERRERO
"501728267       ";"00    ";BRIGTH EVENTS, C.A.;JOHENDER GIRO
"501738203       ";"00    ";BICIMOTOS CEDEÑO, C.A;REYNALDO HAHN
"501750807       ";"00    ";AUTO REPUESTOS SIMA YASMIN C.A.;GABRIEL RAMIREZ
"501759170       ";"00    ";SOL CARGO C.A.;DOUGLAS BOCOURT
"501759707       ";"00    ";LA CASA DEL LUBRICANTE 2020, C.A.;FRANCISCO GIL
"501793786       ";"00    ";SUMINISTROS C&H C.A.;RM OFICINA
"501804931       ";"00    ";MARIANI MOTORS AUTOREPUESTOS C.A.;KELLENYN GRITTA SAKKAL GUERRERO
"501831882       ";"00    ";RODNU INVERSIONES, C.A;YOSCAIDI CHACON
"501835225       ";"00    ";MOMO MULTIPARTES, C.A;HEMIL GUERRERO
"501845492       ";"00    ";INDU-REPUESTOS FULL-CARS, C.A;ALEXANDER JOSE MALPICA GARCIA
"501878323       ";"00    ";INVERSIONES J.A.M 2022, C.A;ALEXANDER REVEROL
"501887322       ";"00    ";LUBRIREPUESTOS LA CIMA C.A.;GABRIEL RAMIREZ
"501889562       ";"00    ";CARVAJAL TRANSPORTES Y CONSTRUCCIONES,C.A.;FRANCISCO CARVAJAL
"501894736       ";"00    ";AUTOCOLLEZIONE C.A.;FRANCISCO CARVAJAL
"501898855       ";"00    ";MULTISERVICIOS TRIBOLOGY 22 CA;GABRIEL RAMIREZ
"501899266       ";"00    ";MULTISERVICIOS PROWHEELLS, C.A;FRANCISCO CARVAJAL
"501901368       ";"00    ";MULTISERVICIOS MAX FILTROS, C.A;YOSCAIDI CHACON
"501918880       ";"00    ";GRUPO TECHNOVIA C.A.;RM OFICINA
"501930279       ";"00    ";INVERSIONES VXLA 2020 C.A.;JOHENDER GIRO
"501935009       ";"00    ";INVERSIONES RJ 2022 C.A;ALEXANDER REVEROL
"501999929       ";"01    ";ETNEIROS, C.A.;RM OFICINA
"502002251       ";"00    ";INVERSIONES CENTRAL C.O.O. 1012 C.A.;KELLENYN GRITTA SAKKAL GUERRERO
"502004254       ";"00    ";R21 SERVICIOS C.A.;GABRIEL RAMIREZ
"502024778       ";"00    ";IRON & TOOLS PLACE C.A.;LENIN GONZALEZ
"502043675       ";"00    ";MINERALES RIO CAPARO C.A.;RM OFICINA
"502046267       ";"00    ";RODACOSTA, C.A.;LENIN GONZALEZ
"50205079        ";"00    ";MULTISERVICIOS GNP 1903, C.A.;"pendiente "
"502051104       ";"00    ";MASTER CARS 2030 C.A.;DOUGLAS BOCOURT
"502052488       ";"00    ";INVERSIONES J.J. MOTORS, C.A.;JOSÉ DOMINGO TORTOLERO ROMÁN
"502069593       ";"00    ";JEM CARS PARTS C.A.;GABRIEL RAMIREZ
"502079726       ";"00    ";INVERSIONES D&D 1105., C.A.;HÉCTOR JOSE JARAMILLO MORENO
"502085645       ";"00    ";GRUPO INVICTUS12 C.A.;GABRIEL RAMIREZ
"502085769       ";"00    ";REPUESTOS ALEX 02 C.A;RODRIGUEZ JOSE GERARDO
"502110348       ";"00    ";MOTOCAR SHANDRES2022, C.A;REYNALDO HAHN
"502133224       ";"00    ";INVERSIONES INDUSTRIALES RJ 2022, C.A;HEMIL GUERRERO
"502141979       ";"00    ";GRUPO ISO HOME, C.A;"pendiente "
"502148280       ";"00    ";ELECTROAUTO EL RINCON DEL TAXISTA C,A,;GABRIEL RAMIREZ
"502148540       ";"00    ";SUMA PETROL C.A.;OFICINA
"502151885       ";"00    ";DISTRIBUIDORA MOTO FIKTUR C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"502152512       ";"00    ";DISTRIBUIDORA MOTO ASIA 88 C.A.;LENIN GONZALEZ
"502160370       ";"00    ";REPUESTOS CAPUCHINO ELITE 3000 C.A.;GABRIEL RAMIREZ
"502166661       ";"00    ";LUBRIREPUESTOS LT. C.A;RODRIGUEZ JOSE GERARDO
"502167730       ";"00    ";INVERSIONES GUATACARE 15, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"502169458       ";"00    ";GLOBAL PARTS TRUCK C.A.;JOSÉ DOMINGO TORTOLERO ROMÁN
"502176730       ";"00    ";UNO TIRES AUTO PARTS, C.A.;JOEL PETIT
"502181369       ";"00    ";SAMAN MARKET C.A;ALEXANDER REVEROL
"502190570       ";"00    ";INVERSIONES MATGIL' S&D, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"502197931       ";"00    ";RCR PERFORMANCE C.A.;FRANCISCO CARVAJAL
"502238344       ";"00    ";MULTIMASI 927 C.A.;JUVEMIR TORCAT
"502244425       ";"00    ";LA COLONIA AUTO PARTS 2022 C.A.;KELLENYN GRITTA SAKKAL GUERRERO
"502247971       ";"00    ";AUTO TOITO 2022 C.A.;LENIN GONZALEZ
"502247998       ";"00    ";JJTD SERVICIOS C.A.;LENIN GONZALEZ
"502248994       ";"00    ";W&J SUPPLY NAUTICA, C.A;ALEXANDER JOSE MALPICA GARCIA
"502251391       ";"00    ";UNIVERSO 1990 C.A.;DOUGLAS BOCOURT
"502256083       ";"00    ";EL RINCONCITO EXPRESS 2021 C.A.;LENIN GONZALEZ
"502270949       ";"00    ";MAPACHE AUTO REPUESTOS, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"502271031       ";"00    ";RSA MOTO IMPORT C.A.;JOSÉ DOMINGO TORTOLERO ROMÁN
"502275371       ";"00    ";AUTOSFY CORPORATION C.A.;GABRIEL RAMIREZ
"502282017       ";"00    ";BIKER CYCLES C.A.;GABRIEL RAMIREZ
"502287701       ";"00    ";RAMON CAUCHOS 2022 C.A.;MARIA ESCORIHUELA
"502287973       ";"00    ";AUTO REPUESTOS TORREPUESTOS C.A;ALEXANDER REVEROL
"502293574       ";"00    ";AUTOPRIME REPUESTOS, C.A;DORIALIS MUCHELL
"502308288       ";"00    ";REPUESTOS GOMEZ 1925, C.A;YOSCAIDI CHACON
"502311440       ";"00    ";LOS COMPAS 2021, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"502327428       ";"00    ";QUIMICOS POWER C.A.;YOSCAIDI CHACON
"502328327       ";"02    ";VALHALLA MOTOR C.A;KELLENYN GRITTA SAKKAL GUERRERO
"502340432       ";"00    ";GRUPO 3030, C.A.;GABRIEL RAMIREZ
"502341102       ";"00    ";JD MOTORS 1612, C.A;ORLANDO RAMÓN ZAMBRANO VASQUEZ
"502342087       ";"00    ";FILTROS Y LUBRICANTES SANTA RITA C.A;RODRIGUEZ JOSE GERARDO
"502363190       ";"00    ";CKMJ 2022 C.A.;LENIN GONZALEZ
"502364099       ";"00    ";REPUESTOS MIRANDINO, C.A;GABRIEL RAMIREZ
"502368116       ";"00    ";DISTRIBUIDORA GLOBAL CARS C.A.;GABRIEL RAMIREZ
"502371834       ";"00    ";TODO INYECCION, C.A;YOSCAIDI CHACON
"502398180       ";"00    ";CARPRESS SPARE STORE C.A.;LENIN GONZALEZ
"502400990       ";"00    ";ALTOS CONCRET VELASQUEZ Y ASOCIADOS 2022 C.A.;JUVEMIR TORCAT
"502415831       ";"00    ";REPUESTOS Y SERVICIOS LLANO LIMON 1129 C.A;RODRIGUEZ JOSE GERARDO
"502417869       ";"00    ";MULTISERVICIOS NATFRAN 2012 C.A.;GABRIEL RAMIREZ
"502421238       ";"00    ";IMPORT MILCAR, C.A;YOSCAIDI CHACON
"502426868       ";"00    ";REPUESTOS POLONIAUTO, C.A.;LENIN GONZALEZ
"502434593       ";"00    ";IMPORT LA GRANDEZA DE DIOS ME, C.A;DORIALIS MUCHELL
"502439927       ";"00    ";EL IMPERIO DE LOS REPUESTOS AB C.A.;GABRIEL RAMIREZ
"502455205       ";"00    ";MULTIREPUESTO T&J C.A.;GABRIEL RAMIREZ
"502459537       ";"00    ";INVERSIONES DANDI MOTOEXPRESS, C.A.;GABRIEL RAMIREZ
"502461647       ";"00    ";LA FE 57, CA;YOSCAIDI CHACON
"502464905       ";"00    ";INVERSIONES TRL 1911, C.A;YOSCAIDI CHACON
"502478639       ";"00    ";DR IMPORTS 2022 C.A.;LENIN GONZALEZ
"502480323       ";"00    ";TODO REPUESTOS DON ANGEL 29 C.A.;KELLENYN GRITTA SAKKAL GUERRERO
"502491104       ";"00    ";TEAM POWER TECH, C.A.;STEFANNY JUDITH DUARTE ALAMBARRIO
"502496254       ";"00    ";GC VIALIDAD C.A.;OFICINA
"502498591       ";"00    ";CUSTOM ANGLOVEN, C.A.;FRANCISCO CARVAJAL
"502498648       ";"00    ";MULTI REPUESTOS ATEFCAR S, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"502502890       ";"00    ";INVERSIONES TAPPIZ MOTTOS JUNIOR 3000 C.A.;GABRIEL RAMIREZ
"502515100       ";"00    ";EL REY DEL REPUESTO MULTISERVICIOS 2022 C,A;FRANCISCO GIL
"502525092       ";"00    ";FULL INYECCION MARACAY, C.A;ALEXANDER REVEROL
"502527079       ";"00    ";INVERSIONES RACING FAST C.A.;IVAN MACUCHA
"502556796       ";"00    ";JFC AUTOPARTES ARAGUA 2022, C.A;ALEXANDER REVEROL
"502584633       ";"00    ";INVERSIONES ASOCIADOS DEYCAR S, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"502585079       ";"00    ";MULTISERVICIOS TOTAL SUPPLIES, C.A.;ALEXANDER REVEROL
"502589805       ";"00    ";REPRESENTACIONES ROBLE H&V C.A.;GABRIEL RAMIREZ
"502607463       ";"00    ";CARSMEC 712 C.A.;JUVEMIR TORCAT
"502608842       ";"00    ";MASIMOTO 2022, C.A;REYNALDO HAHN
"502623973       ";"00    ";REPUESTOS Y ACCESORIOS TETY 2022, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"502625712       ";"00    ";ROLITREN, C.A;YOSCAIDI CHACON
"502627669       ";"00    ";COMERCIAL ROQUE GALINDO C.A;GABRIEL RAMIREZ
"502629874       ";"00    ";JJ CARS SERVICE, C.A;OFICINA/ LUIS PULIDO
"502641645       ";"00    ";ADC MOTO CYCLES DISTRIBUIDORA, C.A;YANIRIA ADRIANA GUTIERREZ PEREZ
"502643621       ";"00    ";INVERSIONES TATICAR 2020, C.A.;KELLENYN GRITTA SAKKAL GUERRERO
"502649190       ";"00    ";TRUCKVAL C.A.;JOEL PETIT
"502655620       ";"00    ";KRONOS MARINE AGENCY C.A.;OFICINA
"502657487       ";"00    ";MULTISERVICIOS EL PUENTE 20, C.A;DORIALIS MUCHELL
"502658246       ";"00    ";CARS PETROLY C.A.;OFICINA
"502665242       ";"00    ";INVERSIONES MALI 1318 C.A.;GABRIEL RAMIREZ
"502687254       ";"00    ";SANZ PERFOMANCE SS, C.A;HEMIL GUERRERO
"502688609       ";"00    ";REPUESTOS 1000 MILLAS C.A.;GABRIEL RAMIREZ
"502690859       ";"00    ";PETERSON AUTO GROUP C.A;DOUGLAS BOCOURT
"502714243       ";"00    ";MULTISERVICIOS OROCARS 2020 C.A.;GABRIEL RAMIREZ
"502717269       ";"00    ";DISTRIBUIDORA E IMPORTACIONES LOS ANDRADES ,C.A;ALEXANDER REVEROL
"502719547       ";"00    ";MULTISERVICCIOS REPUESTOS Y ACCESORIOS PER-BLAC, C.A;LUIS CARRILLO
"502734708       ";"00    ";INVERSIONES Y BATERIAS LYAN C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"502739785       ";"00    ";EL TEAM DEL REY MULTISERVICIOS 2022, C.A;FRANCISCO GIL
"502746854       ";"00    ";MULTIREPUESTOS MDOBLEA C.A;LUIS CARRILLO
"502759174       ";"00    ";CLARINES SHOP, C.A.;ALEXANDER REVEROL
"502776290       ";"00    ";FILTRO ARAGUA D&D, C.A;HÉCTOR JOSE JARAMILLO MORENO
"502784128       ";"00    ";SALCEDOGROUP 2020, C.A;DANIELA VALENTINA PINTO GUEVARA
"502784250       ";"00    ";SERVI-CAUCHOS WUILLIAM, C.A.;"pendiente "
"502785841       ";"00    ";INVERSIONES TODOAUTO 2301 C.A.;GABRIEL RAMIREZ
"502810722       ";"00    ";MOTO REPUESTO YASEILU, C.A.;REYNALDO HAHN
"502822933       ";"00    ";AUTOSERVICIOS LA GRAN BENDICION DE DIOS C.A.;HEMIL GUERRERO
"502871071       ";"00    ";M & L CAR STORE C.A.;HEMIL GUERRERO
"502875468       ";"00    ";REPUESTOS Y ACCESORIOS MORRO II C.A;YOSCAIDI CHACON
"502883541       ";"00    ";CENTRAL DE COMPRAS RAMAJO C.A.;LENIN GONZALEZ
"502884378       ";"00    ";SANS FRANTIERES PAINT C.A.;FRANCISCO CARVAJAL
"502886125       ";"00    ";INVERSIONES COLVEN 2022,C.A.;YOSCAIDI CHACON
"502911065       ";"00    ";FLUIDS CARS M3R C.A;STEFANNY JUDITH DUARTE ALAMBARRIO
"502916490       ";"00    ";AUTO PARTES Y REPUESTOS ROBERTIÑO, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"502930698       ";"00    ";TRANSPORTE THE MAGIC 2022, C.A;ALEXANDER REVEROL
"502967036       ";"00    ";SUPER REPUESTOS S.S, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"502969080       ";"00    ";AK INDUSTRIA C.A.;ALEXANDER REVEROL
"502978887       ";"00    ";INVERSIONES BICIMOTO SOMOS LO MEJOR, C.A.;ALEXANDER REVEROL
"503019689       ";"00    ";INNA INVERSIONES C.A.;YOSCAIDI CHACON
"503026251       ";"00    ";ASIAKARS VALENCIA, C.A.;YOSCAIDI CHACON
"503041455       ";"00    ";LBMASTERMCY15, C.A.;ALEXANDER REVEROL
"503063955       ";"00    ";REPUESTOS Y AUTOPERIQUITOS GUMAR, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"503073292       ";"00    ";AUTOPARTES KRP IV, C.A;LENIN GONZALEZ
"503076658       ";"00    ";AUTO ACCESORIOS VZLA, C.A.;GABRIEL RAMIREZ
"503088559       ";"00    ";LUBRIFIANTS C.A.;STEFANNY JUDITH DUARTE ALAMBARRIO
"503089997       ";"00    ";JAHDAI OLIVO MOTORS C.A.;LENIN GONZALEZ
"503123788       ";"00    ";MULTIMARCAS 2022 C.A.;HEMIL GUERRERO
"503127546       ";"01    ";SUPER TIRE VALERA C.A.;OFICINA
"503166258       ";"00    ";INVERSIONES CASA BITACORA 2022 C.A.;ALEXANDER JOSE MALPICA GARCIA
